QUAD:LI23:301 Q23301 QUAD 245.125888 2259.808400  LI23 K23_2  CU_HXR LCLS L2
BPMS:LI23:301 BPM23301 MONI 245.125888 2259.808400  LI23 K23_2  CU_HXR LCLS L2
XCOR:LI23:302 XC23302 HKIC 245.537488 2260.220000  LI23 K23_3  CU_HXR LCLS L2
YCOR:LI23:303 YC23303 VKIC 245.910088 2260.592600  LI23 K23_3  CU_HXR LCLS L2
KLYS:LI23:31 K23_3B LCAV 251.294488 2265.977000  LI23 K23_3  CU_HXR LCLS L2
KLYS:LI23:31 K23_3C LCAV 254.338588 2269.021100  LI23 K23_3  CU_HXR LCLS L2
KLYS:LI23:31 K23_3D LCAV 257.382688 2272.065200  LI23 K23_3  CU_HXR LCLS L2
QUAD:LI23:401 Q23401 QUAD 257.470288 2272.152800  LI23 K23_3  CU_HXR LCLS L2
BPMS:LI23:401 BPM23401 MONI 257.470288 2272.152800  LI23 K23_3  CU_HXR LCLS L2
XCOR:LI23:402 XC23402 HKIC 257.877488 2272.560000  LI23 K23_4  CU_HXR LCLS L2
YCOR:LI23:403 YC23403 VKIC 258.254488 2272.937000  LI23 K23_4  CU_HXR LCLS L2
KLYS:LI23:41 K23_4B LCAV 263.638888 2278.321400  LI23 K23_4  CU_HXR LCLS L2
KLYS:LI23:41 K23_4C LCAV 266.682988 2281.365500  LI23 K23_4  CU_HXR LCLS L2
KLYS:LI23:41 K23_4D LCAV 269.727088 2284.409600  LI23 K23_4  CU_HXR LCLS L2
QUAD:LI23:501 Q23501 QUAD 269.814688 2284.497200  LI23 K23_4  CU_HXR LCLS L2
BPMS:LI23:501 BPM23501 MONI 269.814688 2284.497200  LI23 K23_4  CU_HXR LCLS L2
XCOR:LI23:502 XC23502 HKIC 270.227488 2284.910000  LI23 K23_5  CU_HXR LCLS L2
YCOR:LI23:503 YC23503 VKIC 270.477488 2285.160000  LI23 K23_5  CU_HXR LCLS L2
KLYS:LI23:51 K23_5B LCAV 275.983288 2290.665800  LI23 K23_5  CU_HXR LCLS L2
KLYS:LI23:51 K23_5C LCAV 279.027388 2293.709900  LI23 K23_5  CU_HXR LCLS L2
KLYS:LI23:51 K23_5D LCAV 282.071488 2296.754000  LI23 K23_5  CU_HXR LCLS L2
QUAD:LI23:601 Q23601 QUAD 282.159088 2296.841600  LI23 K23_5  CU_HXR LCLS L2
BPMS:LI23:601 BPM23601 MONI 282.159088 2296.841600  LI23 K23_5  CU_HXR LCLS L2
XCOR:LI23:602 XC23602 HKIC 282.567488 2297.250000  LI23 K23_6  CU_HXR LCLS L2
YCOR:LI23:603 YC23603 VKIC 282.817488 2297.500000  LI23 K23_6  CU_HXR LCLS L2
KLYS:LI23:61 K23_6B LCAV 288.327688 2303.010200  LI23 K23_6  CU_HXR LCLS L2
KLYS:LI23:61 K23_6C LCAV 291.371788 2306.054300  LI23 K23_6  CU_HXR LCLS L2
KLYS:LI23:61 K23_6D LCAV 294.415888 2309.098400  LI23 K23_6  CU_HXR LCLS L2
QUAD:LI23:701 Q23701 QUAD 294.503488 2309.186000  LI23 K23_6  CU_HXR LCLS L2
BPMS:LI23:701 BPM23701 MONI 294.503488 2309.186000  LI23 K23_6  CU_HXR LCLS L2
